gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2627167798	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/0f028970-dfc8-48ba-8fe3-ec9cfadf4d77_image.jpg										© All rights reserved	Eivind Smørvik
2627167798	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/7e6b535e-a1bf-430c-8250-903d84b5ee83_image.jpg										© All rights reserved	Eivind Smørvik
2627164137	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/3/7c744bfb-3cdb-4fc7-9727-d656051fd82f_image.jpg										© All rights reserved	Kåre Skarsvaag
2627164033	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/1a1351ae-5f34-4702-bbb9-0136ce7e4eae_image.jpg										http://creativecommons.org/licenses/by/4.0/	Frantz Sortland
2627164033	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/0005da4b-e935-49cb-bd94-b95079778f40_image.jpg										http://creativecommons.org/licenses/by/4.0/	Frantz Sortland
2627160164	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/ea4982e8-7ddf-43ee-89bb-42941b61e8bd_image.jpg										© All rights reserved	Kjell Bitustøyl
2627151948	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/2f35d223-4786-4145-9060-cf7b8bbacf64_image.jpg										© All rights reserved	Arne Augedal
2627127138	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/0a5bde21-71cb-4348-b9b8-d3506bbd830b_image.jpg										© All rights reserved	Tore Svendsen
2627084827	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/5ece9ab3-f2cf-432f-b606-d150b089e482_image.jpg										© All rights reserved	Arne Mæhlen
2627072182	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/3/b9f00a51-cc64-414a-85ae-18274ef04af8_image.jpg										© All rights reserved	Willow Peo Hansen
2627071912	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/0f321c37-7db0-413e-8ade-8199049934c8_image.jpg										© All rights reserved	Stephen van der Kiste
2627071912	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/990a75c2-f5e6-4a81-b88e-d00b0404db16_image.jpg										© All rights reserved	Stephen van der Kiste
2627071912	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/df68f71e-1130-4f28-9861-f11a0db01e44_image.jpg										© All rights reserved	Stephen van der Kiste
2627071912	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/4/c478de4c-2255-44ca-9c3e-70fb8ea5ca59_image.jpg										© All rights reserved	Stephen van der Kiste
2627027227	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/05935cf5-0910-4041-903b-0c56c2f9b25d_image.jpg										© All rights reserved	Kjell Ove Svartås
2627027227	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/02610f78-9672-4070-a6a1-3366c05fb092_image.jpg										© All rights reserved	Kjell Ove Svartås
2627020372	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/5c73dba4-89c1-446f-86cc-d7eae5518634_image.jpg										© All rights reserved	Fredrik Broms
2627015637	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/3/2f5b22b6-cd84-429c-ad03-8e33e37cd465_image.jpg										© All rights reserved	Marianne Hegge Skogsholm
2627015635	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/419d3be1-19eb-4b58-97fa-0980221da698_image.jpg										© All rights reserved	Trond Hanssen
2627000904	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/c42a4df9-1087-4e6d-95cb-609f77d1fde5_image.jpg										© All rights reserved	Tina Maria Brenden
2626997167	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/5/1b803e63-158b-4372-bdd1-c565b93f7ffa_image.jpg										© All rights reserved	Ellen Askum
2626527766	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/74099344/original.jpg?1590068977	https://www.inaturalist.org/photos/74099344					2019-07-13T09:55:36Z	rasfarli		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	rasfarli
2626527766	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/74099316/original.jpg?1590068968	https://www.inaturalist.org/photos/74099316					2019-07-13T09:55:51Z	rasfarli		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	rasfarli
2611389165	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/70410456/original.jpeg?1588281813	https://www.inaturalist.org/photos/70410456					2015-07-06T22:15:20Z	Mika Tomta		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Mika Tomta
2596305187	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/61399649/original.jpg?1581630563	https://www.inaturalist.org/photos/61399649					2020-02-11T15:39:53Z	kurten		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kurten
2579205563	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/2/ae69744e-e936-4c95-acc1-964ee99624ce_image.jpg										© All rights reserved	Anders Holt
2565062547	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/2/27e3ed64-6140-430b-8934-24442c0c008b_image.jpg										© All rights reserved	Kjell A. Kristiansen
2563268406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/2/4852ad79-816a-45b2-bbaa-671b1d098d2b_image.jpg										© All rights reserved	John Apeland
2563239459	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/2/ce216e83-7119-416a-b47f-f34f9cf3eea0_image.jpg										© All rights reserved	Terje Pettersen
2563164330	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/2/f609b424-fadf-4d28-9c6e-b83ea425c205_image.jpg										© All rights reserved	Helge Kapelrud
2563106569	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/2/e85163fd-fc93-4306-b39d-ccfe0ae46536_image.jpg										© All rights reserved	Terje Pettersen
2563101982	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/1/dbbf6465-af3f-465a-8359-9c88d95b14d1_image.jpg										© All rights reserved	Gudrun Engan Tronsaune
2561001108	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/1/e43612e1-afc8-4b28-b045-29365c7f1194_image.jpg										© All rights reserved	Ragnhild Thorseth Grevskott
2556502440	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/1/291ec619-a480-4584-9cb5-ef4a21e778ec_image.jpg										© All rights reserved	John Apeland
2556502440	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/1/1c741b87-e328-43fa-ba0d-78ba6e20b437_image.jpg										© All rights reserved	John Apeland
2556502440	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/1/cab1a76e-7b18-453f-8bad-043ac2f8fffe_image.jpg										© All rights reserved	John Apeland
2544038088	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2020/1/4922e517-288c-4dd2-89c9-78c930627523_image.jpg										© All rights reserved	Halvor Sørhuus
2534092580	Sound	audio/mpeg	https://www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/XC505159-Lyrurus%20tetrix.mp3			38 s				Stelian Bodnari			http://creativecommons.org/licenses/by-nc-sa/4.0/	Stelian Bodnari
2534092580	StillImage	image/png	https://www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505159-large.png			Sonogram of the first ten seconds of the sound recording				Stichting Xeno-canto voor Natuurgeluiden			http://creativecommons.org/licenses/by-nc-sa/4.0/	Stichting Xeno-canto voor Natuurgeluiden
2528913764	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/12/0780dd15-5ce7-4dd2-839c-9329e2b25c9e_image.jpg										© All rights reserved	Harry Bjørnstad
2468144554	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/11/6884f6f3-f536-4742-8a30-fa6e1399ca75_image.jpg										© All rights reserved	Beate Strøm Johansen
2468034263	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/12/576379db-c402-48bf-898a-0bc805d97c58_image.jpg										© All rights reserved	Jan Erik Røer
2468011092	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/11/f8fb433f-f718-4d68-973f-793281211438_image.jpg										© All rights reserved	Melvin Åsum
2467946453	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/11/55c70698-d6b8-473f-90a1-ef29f7c6694f_image.jpg										© All rights reserved	Kathrine Bakkevig
2467946453	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/11/5a94329c-d00b-441a-8378-bfc7aedb6ad0_image.jpg										© All rights reserved	Kathrine Bakkevig
2467893252	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/10/deb69a98-24db-41cc-bcba-acbb57a397f1_image.jpg										© All rights reserved	Øyvind Nyvold Larsen
2467893252	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/10/6859f401-1041-42e5-8bd1-af1f70bcbecf_image.jpg										© All rights reserved	Øyvind Nyvold Larsen
2467870556	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/10/626f58ab-ae85-4b3c-9f6c-9e87cfe7aadb_image.jpg										© All rights reserved	Jomar Svartås
2467870556	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/10/cfc0fbd3-5d41-433c-82b0-da2517e1ba4e_image.jpg										© All rights reserved	Jomar Svartås
2429706796	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/10/1659919b-d543-49b4-b862-79c72ee931bf_image.jpg										© All rights reserved	Siri Rysstad
2427189174	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/10/67a3a26f-4fd7-4e5f-bfbf-fc45fdb4f976_image.jpg										© All rights reserved	Tommy Solberg
2425079793	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2019/10/889c7ae6-6747-4056-a9df-3e1c6937429a_image.jpg										© All rights reserved	Roy Fjelldal
2416918942	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/2/04c37655-fd83-4ebc-a232-d2911f1fc777_image.jpg										© All rights reserved	Helge Kapelrud
2416915213	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/84015.jpg										© All rights reserved	Halvor Sørhuus
2416898535	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/52a9dc6d-0382-4e0e-b19a-edaac9b1baa0_image.jpg										© All rights reserved	Pål  Gisle
2416843457	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/469371.jpg			Dok.bilde							© All rights reserved	Harald Simonsen
2416740840	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/5/ee86f11d-bc25-4bfb-8b9d-ebc635dad2eb_image.jpg										© All rights reserved	Nils Harry Lillejord
2416740840	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/5/1299ad5a-1161-437b-8c8f-7310a41a7529_image.jpg										© All rights reserved	Nils Harry Lillejord
2412414088	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/407775.jpg										© All rights reserved	Stein Nilsen
2412252766	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/5/1f1a17db-68a4-4dc4-8864-cca89c178226_image.jpg										© All rights reserved	Jan Ove Bratset
2412204443	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/126734.jpg										© All rights reserved	John Stenersen
2412204443	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/126735.jpg										© All rights reserved	John Stenersen
2412162187	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/85181.jpg										© All rights reserved	Morten Vang
2412162187	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/85182.jpg										© All rights reserved	Morten Vang
2412138879	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/344168.jpg										© All rights reserved	Arne Elvestad
2412001019	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/7/6a75c2cb-6887-4bec-ad5e-89712dd559f5_image.jpg										© All rights reserved	Rune Zakariassen
2411928422	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/f13a2adc-799d-4bcd-b422-21283ea0f839_image.jpg										© All rights reserved	Inge Joar Indahl
2411859939	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/6/ba946f8d-a26a-446b-8307-da4784e02a3a_image.jpg										© All rights reserved	Thoralf Gjuvsland
2411856252	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/486336.jpg										© All rights reserved	Ken Gøran Uglebakken
2411843433	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/11bb899d-cb55-48fe-8b35-7d78ccd8083d_image.jpg			Gjennom teleskop							© All rights reserved	Rolf E. Andersen
2411843433	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/87a920ce-b120-4b08-ae66-2fbdf01266dc_image.jpg			Gjennom teleskop							© All rights reserved	Rolf E. Andersen
2411752461	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/217744.jpg										© All rights reserved	Tonje Tangnes
2411752461	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/217745.jpg										© All rights reserved	Tonje Tangnes
2411740865	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/328468.jpg										© All rights reserved	Lennart Wam Hansson
2411731392	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/231159.jpg										© All rights reserved	Jon Helle
2411721320	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/344169.jpg										© All rights reserved	Arne Elvestad
2411721320	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/344170.jpg										© All rights reserved	Arne Elvestad
2411718937	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/422307.jpg										© All rights reserved	Eli Gates
2411716060	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/497897.jpg										??	Arnt Stavne
2411711198	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/225621.jpg			Tiur							© All rights reserved	Svein  Hjelmeset
2411711198	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/225619.jpg			Røy							© All rights reserved	Svein  Hjelmeset
2411681261	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/130653.jpg										© All rights reserved	Ola Ragnar Gjøra
2411603592	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/2/382ab7b2-40e9-453d-baae-8d31e2738d52_image.jpg			Hvitt vingebånd synlig om bildet forstørres opp.							© All rights reserved	Helga Saksen  Hammer
2411554100	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/486893.jpg										© All rights reserved	Harald Dahlby
2411500951	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/324644.jpg										© All rights reserved	Nils Kristian Grønvik
2411495692	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/5/064aecf0-e28d-4bf3-822f-e6b3adcf551a_image.jpg										© All rights reserved	Roald Børve
2411495692	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/5/530c2425-3dc9-49b8-9461-898a15b73788_image.jpg										© All rights reserved	Roald Børve
2411400674	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/470283.jpg										© All rights reserved	John Stenersen
2411377131	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/492415.jpg										© All rights reserved	Per Buertange
2411335241	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/5/98a3b1a8-9c26-4c92-ae67-f881bae47d37_image.jpg										© All rights reserved	Børje Cato Moen
2411335241	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/5/f8c03d1b-955d-4552-964f-39eec34c89f4_image.jpg										© All rights reserved	Børje Cato Moen
2411292923	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/888207ea-d23b-49a9-aea6-33a0a49693f3_image.jpg										© All rights reserved	Morten Nergård
2411292923	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/f889e2e8-2c55-4018-8d02-29e7f2522e71_image.jpg										© All rights reserved	Morten Nergård
2411284119	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/83780.jpg										© All rights reserved	Per Kristensen
2411284119	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/83782.jpg										© All rights reserved	Per Kristensen
2411273126	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/5/6222637f-235a-4c82-be36-87661bd8130c_image.jpg										© All rights reserved	Petter Thornes
2411251778	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/e419db19-e9db-441f-8f64-cfd469584a85_image.jpg										© All rights reserved	Johnny Mikalsen
2411251778	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/42a9ac00-9d22-49a1-ae91-c3543c243000_image.jpg										© All rights reserved	Johnny Mikalsen
2411251778	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/da676375-8c3b-4a0f-be04-2b25f0628a17_image.jpg										© All rights reserved	Johnny Mikalsen
2411247191	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/114361.jpg										© All rights reserved	Fredrik Broms
2411203724	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/306414.jpg			Dokumentasjonsbilde							© All rights reserved	Trond Ove Edland
2411203724	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/306413.jpg			Dokumentasjonsbilde.  Første AO-registrering i Stavanger?							© All rights reserved	Trond Ove Edland
2411184157	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/109e5bad-abf1-4718-a791-cbdc14c3d623_image.jpg										© All rights reserved	Kjetil Hauger
2411183666	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/12/e02917fe-ec4a-49ed-b82d-6316ff866f4b_image.jpg										© All rights reserved	Rolf Johansen
2411176119	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2008/large/67695.jpg										© All rights reserved	Michael Fredriksen
2411168058	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/6/8c45d837-21da-412e-9a65-61b1ac4fb3be_image.jpg										© All rights reserved	Espen Helgesen
2411168058	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/6/f34abf22-45ab-49a8-882f-c0e94fe61f35_image.jpg										© All rights reserved	Espen Helgesen
2411168058	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/6/d7d8c432-258c-4757-8c59-f71a22116e97_image.jpg										© All rights reserved	Espen Helgesen
2411001140	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/85175.jpg										© All rights reserved	Inge Joar Indahl
2411001140	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/85169.jpg										© All rights reserved	Inge Joar Indahl
2411001140	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/85174.jpg										© All rights reserved	Inge Joar Indahl
2410983689	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/178860.jpg										© All rights reserved	Frode Tinderholt
2410983689	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/178859.jpg										© All rights reserved	Frode Tinderholt
2410982250	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/10/e7d07581-c22e-458c-be9a-8d26884144c6_image.jpg										© All rights reserved	Svein Melum
2410915458	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/ce857979-7c45-4136-b222-b39ccca425d5_image.jpg			Også en 1k hann til julemiddag.							© All rights reserved	Frantz Sortland
2410915458	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/01bf1dc0-ce69-4802-8a02-72dfa778a072_image.jpg										© All rights reserved	Frantz Sortland
2410915458	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/11/1a6c2624-60f2-433b-a9a3-b4cf8a221cc1_image.jpg			1 1k hann.							© All rights reserved	Frantz Sortland
2410882893	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/10/9785cb83-9326-477d-b6b1-03afaca3f373_image.jpg										© All rights reserved	Bjørn Olav Tveit
2410838992	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/499181.jpg										© All rights reserved	Jerry Skogbeck
2410752683	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/3/48e27091-2461-4b26-b947-ff5874b11718_image.jpg										© All rights reserved	Jan Landsverk
2410730951	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2008/large/61068.jpg										© All rights reserved	Terje Hansen
2410729308	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/153951.jpg										© All rights reserved	Trond Berg
2410612180	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/90827.jpg										© All rights reserved	Jan Ove Sagerøy
2410444404	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/496443.jpg										© All rights reserved	Jon Helle
2410444404	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/496444.jpg										© All rights reserved	Jon Helle
2410416429	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/408905.jpg										© All rights reserved	Tellef Barøy Vestøl
2410297960	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/7/d7215087-9851-441c-a265-9134bdeafff6_image.jpg										© All rights reserved	Kjell A. Kristiansen
2410272686	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/179045.jpg										© All rights reserved	Nils Kristian Grønvik
2410245691	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/12/b87e4938-77d7-480f-ae20-ce508ea77cb8_image.jpg										© All rights reserved	Kai Helge Andersen
2410218925	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/8b6d8eff-3551-441c-a8c4-20585354f5fa_image.jpg										© All rights reserved	Eric Francois Roualet
2410218925	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/56385511-e0bf-453d-bc6b-8fa46b1e8749_image.jpg										© All rights reserved	Eric Francois Roualet
2410207068	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/172163.jpg			Én av tre rundt hytta.							© All rights reserved	Håvar Hveding
2410188012	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/407469.jpg										© All rights reserved	Stein Haldorsen
2410188012	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/407468.jpg										© All rights reserved	Stein Haldorsen
2410178669	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/1/79376eb3-974d-4f63-a9f8-b6a6d7f9228e_image.jpg										© All rights reserved	Gunn-Torill Høgstad
2410137039	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2015/6/0c84105e-a698-49b5-8821-f48e08892425_image.jpg										© All rights reserved	Tove Kise
2410059069	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/324823.jpg										© All rights reserved	Terje Hansen
2410048507	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/323663.jpg										© All rights reserved	Sjur Sande
2409973406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/4/82522521-e2bf-46b3-aed2-8330a8e86abd_image.jpg										© All rights reserved	Kjell Arild Dokka
2409973406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/4/4852697a-6260-40ab-8a3e-6cbea2d4e964_image.jpg										© All rights reserved	Kjell Arild Dokka
2409973406	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2016/4/b4885cf9-1f2e-4aa7-b71a-56dd261eb31a_image.jpg										© All rights reserved	Kjell Arild Dokka
2409949852	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/e9927b51-3c15-4224-9e1f-7ec73d7a8c91_image.jpg										© All rights reserved	Jostein Myre
2409949852	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/c97552c0-4d79-4037-ae68-3ddce45c2d07_image.jpg										© All rights reserved	Jostein Myre
2409949852	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/c519582a-0c63-4073-bca0-651c2da2e9cf_image.jpg										© All rights reserved	Jostein Myre
2409949852	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/ec7b88e9-fb9f-4006-9211-6d63b608e595_image.jpg										© All rights reserved	Jostein Myre
2409874034	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2013/large/325416.jpg										© All rights reserved	Ketil Knudsen
2409785898	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/069f9e27-1186-4dca-9ecb-a21c52c22e85_image.jpg										© All rights reserved	Stig Nesbø
2409785898	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/5/a65d3c7b-695d-47cc-9a17-593df5f9b201_image.jpg										© All rights reserved	Stig Nesbø
2409782325	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/452256.jpg										© All rights reserved	Bjørg Støen
2409782325	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/452255.jpg										© All rights reserved	Bjørg Støen
2409745879	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/260795.jpg										© All rights reserved	Ole Martin Sæterhaug
2409732226	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/4/fb4663e2-03f0-4bf5-abdd-e9a51cdd4fc5_image.jpg										© All rights reserved	John Sandve
2409672503	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/500057.jpg										© All rights reserved	Terje  Haugland
2409649475	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2017/3/462240d0-c88b-4d7d-b79d-b3a6e0add49a_image.jpg										© All rights reserved	Geir  Grimsby
